2020_12_14_223257_0,,0,8.4602,8.46021,8.46022,0,0,8.45869,8.45871,8.45872,0,0,8.45785,8.45791,8.45791,0,0,8.45619,8.45627,8.45627,0,0,8.45534,8.45546,8.45549,0,0,0,5.46576,0,0,0,0,8.46576,0,0,0,0,8.46576,0,0,0,0,8.46576,0,0,0,0,0,0,0,3.14159,0.785398,,4
2020_12_14_223257_1,,0,8.46076,8.46074,8.46026,0,0,8.45871,8.45872,8.45871,0,0,8.4579,8.45792,8.45791,0,0,8.4563,8.45634,8.45633,0,0,8.45542,8.45551,8.4555,0,0,0,1.46576,0,0,0,0,8.46576,0,0,0,0,8.46576,0,0,0,0,8.46576,0,0,0,0,0,0,0,3.14159,0.436332,,4
2020_12_14_223257_2,,0,8.70361,8.70364,8.70366,0,0,8.70202,8.70202,8.70208,0,0,8.70129,8.70129,8.7013,0,0,8.69977,8.69975,8.69895,0,0,8.69884,8.69818,8.69817,0,0,0,5.70923,0,0,0,0,8.70923,0,0,0,0,8.70923,0,0,0,0,8.70923,0,0,0,0,0,0,0,3.14159,1.13446,,4
2020_12_14_223258_3,,0,7.95574,7.95553,7.95557,0,0,7.95387,7.95398,7.954,0,0,7.9531,7.95314,7.95324,0,0,7.95147,7.95151,7.91373,0,0,7.95069,7.95074,7.91998,0,0,0,4.96103,0,0,0,0,7.96102,0,0,0,0,7.96102,0,0,0,0,7.96102,0,0,0,0,0,0,0,2.85982,1.05474,,3
2020_12_14_223258_4,,0,8.00571,8.00568,8.00526,0,0,8.00375,8.00377,8.00376,0,0,8.00295,8.00299,8.00297,0,0,8.00135,8.0014,7.96585,0,0,8.00054,8.00059,7.97365,0,0,0,5.01081,0,0,0,0,8.01081,0,0,0,0,8.01081,0,0,0,0,8.01081,0,0,0,0,0,0,0,2.66623,0.844021,,7
2020_12_14_223258_5,,0,8.23768,8.23772,8.2373,0,0,8.23565,8.23572,8.23575,0,0,8.23483,8.23491,8.23495,0,0,8.23324,8.23328,8.21618,0,0,8.2324,8.23249,8.21959,0,0,0,3.2427,0,0,0,0,8.24269,0,0,0,0,8.24269,0,0,0,0,8.24269,0,0,0,0,0,0,0,2.68589,0.581803,,2
2020_12_14_223258_6,,0,8.46076,8.46074,8.46035,0,0,8.45873,8.45876,8.45886,0,0,8.4579,8.45795,8.45795,0,0,8.45633,8.45637,8.45638,0,0,8.4555,8.45559,8.45561,0,0,0,0,0,0,0,0,8.46576,0,0,0,0,8.46576,0,0,0,0,7.46576,0,0,0,0,0,0,0,3.14159,0.0872664,,3
2020_12_14_223258_7,,0,8.70361,8.70364,8.70366,0,0,8.70202,8.70202,8.70208,0,0,8.70129,8.70129,8.7013,0,0,8.69977,8.69975,8.69895,0,0,8.69884,8.69818,8.69817,0,0,0,5.70923,0,0,0,0,8.70923,0,0,0,0,8.70923,0,0,0,0,8.70923,0,0,0,0,0,0,0,3.14159,1.48353,,2
2020_12_14_223258_8,,0,7.9955,7.99528,7.99539,0,0,7.99438,7.99429,7.99353,0,0,7.99304,7.99284,7.99304,0,0,7.9913,7.99142,7.909,0,0,7.99059,7.9904,7.88745,0,0,0,5.00078,0,0,0,0,8.00078,0,0,0,0,8.00078,0,0,0,0,8.00078,0,0,0,0,0,0,0,2.60714,1.31466,,3
2020_12_14_223258_9,,0,8.09038,8.09034,8.09006,0,0,8.08845,8.08848,8.08852,0,0,8.08764,8.08768,8.08773,0,0,8.08604,8.0861,8.02365,0,0,8.08523,8.0853,8.02398,0,0,0,0,0,0,0,0,8.09547,0,0,0,0,8.09547,0,0,0,0,8.09547,0,0,0,0,0,0,0,2.21301,0.896445,,4
2020_12_14_223258_10,,0,8.10157,8.10117,8.10119,0,0,8.09952,8.0996,8.09963,0,0,8.09872,8.09879,8.09884,0,0,8.0971,8.09717,8.06415,0,0,8.09629,8.09636,8.06894,0,0,0,0,0,0,0,0,8.10655,0,0,0,0,8.10655,0,0,0,0,8.10655,0,0,0,0,0,0,0,2.0301,0.407816,,2
2020_12_14_223719_11,,0,0,0,0,0,8.06261,8.0634,8.065,8.06582,8.06788,8.06282,8.06361,8.06514,8.06667,8.06743,7.95282,7.97071,8.06516,8.06668,8.05042,0,0,0,0,0,0,3.0733,3.0733,3.0733,0,0,7.0733,7.0733,7.0733,0,0,8.07329,8.07329,8.07329,0,0,0,0,0,0,0,0,0,0,0,3.14159,0.785398,,8
2020_12_14_223719_12,,0,0,0,0,0,8.06254,8.06333,8.06489,8.06647,8.06731,8.06273,8.06354,8.06507,8.06661,8.06739,7.98966,7.9841,8.06512,8.06665,8.05889,0,0,0,0,0,0,0,0,0,0,0,7.0733,7.0733,6.0733,0,0,8.07329,8.07329,8.07329,0,0,0,0,0,0,0,0,0,0,0,3.14159,0.436332,,1
2020_12_14_223719_13,,0,0,0,0,0,8.33845,8.33925,8.34084,8.34246,8.3437,8.33869,8.33948,8.34101,8.34254,8.34329,8.25286,8.25435,8.34105,8.34258,8.3348,0,0,0,0,0,0,0,0.349188,0.349188,0,0,7.34918,7.34918,6.34918,0,0,8.34918,8.34918,8.34918,0,0,0,0,0,0,0,0,0,0,0,3.59729,0.581803,,2
2020_12_14_223719_14,,0,0,0,0,0,8.13617,8.13693,8.1385,8.14008,8.14133,8.13633,8.13712,8.13867,8.14021,8.14096,8.03896,8.03431,8.13872,8.14024,8.13249,0,0,0,0,0,0,0,3.14685,3.14685,0,0,7.14685,7.14685,7.14685,0,0,8.14685,8.14685,8.14685,0,0,0,0,0,0,0,0,0,0,0,3.61696,0.844021,,3
2020_12_14_223719_15,,0,0,0,0,0,8.06262,8.06355,8.06494,8.0665,8.06776,8.0627,8.0635,8.06504,8.06657,8.06743,7.94075,7.95513,8.06515,8.06674,8.05899,0,0,0,0,0,0,0,3.0733,3.0733,0,0,7.0733,7.0733,7.0733,0,0,8.07329,8.07329,8.07329,0,0,0,0,0,0,0,0,0,0,0,3.42336,1.05474,,4
2020_12_14_223719_16,,0,0,0,0,0,8.02441,8.02543,8.02685,8.02846,8.02975,8.02461,8.02541,8.02703,8.02858,8.02934,7.91477,7.89046,8.02707,8.02864,8.02088,0,0,0,0,0,0,3.03521,3.03521,3.03521,0,0,7.03521,7.03521,7.03521,0,0,8.03521,8.03521,8.03521,0,0,0,0,0,0,0,0,0,0,0,3.14159,1.13446,,2
2020_12_14_223719_17,,0,0,0,0,0,8.02019,8.021,8.02264,8.02346,8.02517,8.02045,8.02128,8.02279,8.02436,8.02515,7.88546,7.90806,8.02283,8.02433,7.98702,0,0,0,0,0,0,3.03097,3.03097,3.03097,0,0,7.03096,7.03096,7.03096,0,0,8.03096,8.03096,8.03096,0,0,0,0,0,0,0,0,0,0,0,2.85982,1.05474,,8
2020_12_14_223719_18,,0,0,0,0,0,8.02889,8.02966,8.03119,8.03275,8.03355,8.02907,8.02983,8.03138,8.03292,8.03362,7.94483,7.9339,8.03149,8.03299,7.98321,0,0,0,0,0,0,3.03956,3.03956,0,0,0,7.03956,7.03956,7.03956,0,0,8.03956,8.03956,8.03956,0,0,0,0,0,0,0,0,0,0,0,2.66623,0.844021,,7
2020_12_14_223719_19,,0,0,0,0,0,8.05097,8.05178,8.05337,8.055,8.05581,8.05109,8.0519,8.05349,8.05507,8.05584,7.97703,7.97434,8.05352,8.05513,8.03176,0,0,0,0,0,0,0.0616789,0.0616789,0,0,0,7.06167,7.06167,6.06167,0,0,8.06167,8.06167,8.06167,0,0,0,0,0,0,0,0,0,0,0,2.68589,0.581803,,8
2020_12_14_223719_20,,0,0,0,0,0,8.06252,8.06333,8.06488,8.06649,8.06729,8.06269,8.06351,8.06504,8.06584,8.06742,8.01972,8.01507,8.06512,8.06671,8.06318,0,0,0,0,0,0,0,0,0,0,0,7.0733,5.0733,1.0733,0,0,8.07329,8.07329,8.07329,0,0,0,0,0,0,0,0,0,0,0,3.14159,0.0872664,,2
2020_12_14_223719_21,,0,0,0,0,0,8.1872,8.188,8.18957,8.19119,8.19243,8.18743,8.18821,8.18976,8.19131,8.19207,8.12267,8.13483,8.18981,8.19135,8.18784,0,0,0,0,0,0,0,0,0,0,0,6.19797,6.19797,4.19797,0,0,8.19796,8.19796,8.19796,0,0,0,0,0,0,0,0,0,0,0,4.25309,0.407816,,3
2020_12_14_223719_22,,0,0,0,0,0,8.06256,8.06335,8.0649,8.06647,8.06771,8.06279,8.06357,8.06509,8.06662,8.06736,7.97216,7.96521,8.06514,8.06667,8.06314,0,0,0,0,0,0,0,0,2.0733,0,0,7.0733,7.0733,7.0733,0,0,8.07329,8.07329,8.07329,0,0,0,0,0,0,0,0,0,0,0,4.07018,0.896445,,3
2020_12_14_223719_23,,0,0,0,0,0,8.06266,8.06355,8.06494,8.06574,8.06776,8.06273,8.06357,8.06507,8.0665,8.06738,7.9013,7.92249,8.06516,8.06671,8.06316,0,0,0,0,0,0,0,3.0733,3.0733,0,0,7.0733,7.0733,7.0733,0,0,8.07329,8.07329,8.07329,0,0,0,0,0,0,0,0,0,0,0,3.67604,1.31466,,3
2020_12_14_223720_25,,0,0,0,0,0,8.00698,8.00765,8.0094,8.01107,8.01215,8.00698,8.00798,8.00966,8.0104,8.01192,7.84059,7.85867,8.00947,8.01119,7.90658,0,0,0,0,0,0,3.01774,3.01774,0,0,0,7.01773,7.01773,7.01773,0,0,8.01773,8.01773,8.01773,0,0,0,0,0,0,0,0,0,0,0,2.60714,1.31466,,7
2020_12_14_223720_26,,0,0,0,0,0,8.99969,9.00047,9.00198,9.00354,9.00431,8.99985,9.00061,9.00214,9.00366,9.00438,8.92048,8.92119,9.00221,9.00372,8.92947,0,0,0,0,0,0,3.01034,0,0,0,0,8.01034,8.01034,8.01034,0,0,9.01034,9.01034,9.01034,0,0,0,0,0,0,0,0,0,0,0,2.21301,0.896445,,8
2020_12_14_223720_27,,0,0,0,0,0,8.05091,8.05171,8.05329,8.0549,8.0557,8.05106,8.05186,8.05347,8.05504,8.05577,8.00974,8.0039,8.05352,8.05514,8.02031,0,0,0,0,0,0,0,0,0,0,0,7.06167,7.06167,0.0616789,0,0,8.06167,8.06167,8.06167,0,0,0,0,0,0,0,0,0,0,0,2.0301,0.407816,,8
